  race             id
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white       Democrat     
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Independent    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 white      Republican    
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
 black       Democrat     
